X,Y,Z,Distance
0.345,0.456,-0.255,1.252
0.365,0.473,-0.269,1.282
0.374,0.480,-0.280,1.292
0.384,0.487,-0.287,1.300
0.393,0.496,-0.295,1.310
0.402,0.504,-0.303,1.321
0.411,0.511,-0.311,1.329
0.418,0.520,-0.317,1.340
0.421,0.521,-0.320,1.330
0.432,0.535,-0.334,1.349
0.440,0.544,-0.340,1.358
0.449,0.549,-0.347,1.363
0.092,0.331,-0.049,0.941
0.090,0.333,-0.050,0.942
0.088,0.334,-0.051,0.938
0.087,0.337,-0.053,0.938
0.086,0.340,-0.055,0.935
0.085,0.343,-0.056,0.934
0.085,0.343,-0.057,0.934
0.085,0.345,-0.058,0.934
0.084,0.347,-0.059,0.934
0.084,0.351,-0.058,0.931
0.081,0.352,-0.061,0.930
0.080,0.355,-0.061,0.929
0.080,0.357,-0.061,0.929
0.079,0.357,-0.061,0.929
0.078,0.357,-0.061,0.928
0.080,0.358,-0.060,0.926
0.080,0.356,-0.060,0.926
0.079,0.358,-0.060,0.927
0.080,0.358,-0.060,0.928
0.081,0.359,-0.061,0.925
0.082,0.359,-0.060,0.927
0.082,0.361,-0.061,0.927
0.082,0.360,-0.060,0.927
0.083,0.360,-0.060,0.926
0.083,0.358,-0.061,0.924
0.083,0.362,-0.062,0.925
0.081,0.363,-0.063,0.924
0.082,0.365,-0.064,0.923
0.081,0.366,-0.065,0.922
0.081,0.365,-0.066,0.923
0.081,0.366,-0.065,0.922
0.083,0.366,-0.064,0.923
0.082,0.365,-0.064,0.923
0.083,0.363,-0.064,0.922
0.082,0.362,-0.064,0.924
0.085,0.361,-0.062,0.925
0.085,0.359,-0.061,0.926
0.087,0.359,-0.060,0.925
0.085,0.359,-0.061,0.923
0.085,0.359,-0.062,0.926
0.085,0.360,-0.062,0.923
0.085,0.359,-0.063,0.925
0.086,0.360,-0.062,0.924
0.087,0.357,-0.062,0.925
0.086,0.356,-0.063,0.924
0.086,0.354,-0.061,0.923
0.085,0.354,-0.062,0.925
0.085,0.355,-0.062,0.924
0.084,0.356,-0.062,0.921
0.081,0.357,-0.063,0.919
0.080,0.360,-0.064,0.915
0.080,0.361,-0.066,0.914
0.079,0.362,-0.070,0.912
0.081,0.363,-0.070,0.911
0.082,0.361,-0.070,0.908
0.082,0.362,-0.071,0.907
0.083,0.359,-0.073,0.906
0.086,0.360,-0.073,0.902
0.087,0.359,-0.076,0.902
0.089,0.362,-0.078,0.899
0.091,0.365,-0.081,0.897
0.094,0.367,-0.083,0.898
0.097,0.368,-0.087,0.892
0.099,0.370,-0.088,0.892
0.102,0.372,-0.091,0.890
0.106,0.373,-0.095,0.883
0.106,0.376,-0.098,0.884
0.106,0.382,-0.103,0.879
0.108,0.384,-0.106,0.873
0.107,0.389,-0.110,0.871
0.107,0.392,-0.114,0.869
0.112,0.394,-0.116,0.864
0.114,0.397,-0.120,0.862
0.115,0.399,-0.123,0.863
0.119,0.402,-0.126,0.856
0.120,0.405,-0.130,0.857
0.122,0.407,-0.133,0.854
0.125,0.410,-0.136,0.852
0.128,0.412,-0.140,0.851
0.130,0.415,-0.143,0.848
0.133,0.420,-0.147,0.846
0.137,0.422,-0.151,0.840
0.142,0.425,-0.156,0.836
0.144,0.427,-0.159,0.834
0.145,0.430,-0.163,0.835
0.148,0.432,-0.167,0.831
0.151,0.435,-0.171,0.831
0.154,0.435,-0.177,0.823
0.156,0.439,-0.182,0.823
0.159,0.443,-0.187,0.818
0.161,0.445,-0.190,0.818
0.166,0.446,-0.193,0.813
0.173,0.451,-0.195,0.811
0.177,0.451,-0.199,0.805
0.180,0.454,-0.202,0.804
0.185,0.455,-0.205,0.800
0.189,0.458,-0.209,0.794
0.192,0.461,-0.212,0.792
0.194,0.467,-0.216,0.786
0.195,0.473,-0.220,0.783
0.197,0.479,-0.227,0.776
0.200,0.482,-0.231,0.774
0.204,0.484,-0.235,0.769
0.207,0.487,-0.239,0.766
0.212,0.489,-0.243,0.760
0.214,0.492,-0.248,0.755
0.219,0.498,-0.253,0.758
0.222,0.500,-0.257,0.757
0.225,0.499,-0.262,0.751
0.228,0.500,-0.266,0.747
0.232,0.503,-0.269,0.745
0.236,0.502,-0.273,0.739
0.240,0.503,-0.276,0.741
0.247,0.504,-0.280,0.737
0.251,0.507,-0.285,0.738
0.256,0.508,-0.289,0.737
0.259,0.510,-0.294,0.737
0.264,0.513,-0.299,0.734
0.270,0.515,-0.303,0.734
0.273,0.516,-0.309,0.731
0.278,0.518,-0.314,0.727
0.280,0.518,-0.316,0.720
0.280,0.517,-0.317,0.719
0.338,0.536,-0.370,0.714
0.341,0.538,-0.373,0.714
0.346,0.540,-0.376,0.717
0.348,0.541,-0.379,0.717
0.350,0.542,-0.382,0.720
0.352,0.542,-0.384,0.720
0.353,0.543,-0.386,0.721
0.352,0.543,-0.388,0.719
0.353,0.544,-0.389,0.720
0.353,0.546,-0.389,0.722
0.352,0.547,-0.387,0.723
0.351,0.544,-0.386,0.722
0.349,0.545,-0.384,0.723
0.347,0.544,-0.382,0.724
0.344,0.544,-0.379,0.726
0.340,0.543,-0.377,0.726
0.335,0.542,-0.374,0.726
0.331,0.541,-0.370,0.726
0.327,0.538,-0.365,0.725
0.322,0.537,-0.360,0.726
0.316,0.535,-0.354,0.727
0.310,0.533,-0.350,0.726
0.305,0.531,-0.345,0.725
0.300,0.529,-0.341,0.726
0.266,0.519,-0.307,0.723
0.262,0.515,-0.302,0.723
0.258,0.514,-0.296,0.726
0.252,0.511,-0.292,0.725
0.254,0.511,-0.290,0.726
0.243,0.506,-0.280,0.732
0.241,0.503,-0.274,0.733
0.238,0.499,-0.267,0.737
0.236,0.495,-0.260,0.740
0.233,0.493,-0.255,0.742
0.228,0.490,-0.249,0.749
0.225,0.488,-0.246,0.749
0.221,0.487,-0.240,0.753
0.215,0.486,-0.237,0.757
0.212,0.486,-0.234,0.759
0.206,0.485,-0.229,0.763
0.203,0.484,-0.227,0.763
0.198,0.483,-0.224,0.767
0.196,0.483,-0.221,0.766
0.190,0.482,-0.220,0.768
0.183,0.481,-0.217,0.775
0.177,0.480,-0.214,0.777
0.175,0.478,-0.212,0.778
0.171,0.477,-0.209,0.782
0.169,0.476,-0.207,0.786
0.165,0.474,-0.204,0.789
0.163,0.474,-0.201,0.791
0.160,0.471,-0.198,0.796
0.159,0.469,-0.195,0.799
0.156,0.466,-0.193,0.801
0.154,0.465,-0.190,0.803
0.152,0.464,-0.187,0.808
0.151,0.463,-0.186,0.806
0.152,0.465,-0.185,0.806
0.146,0.461,-0.180,0.815
0.145,0.459,-0.181,0.815
0.140,0.459,-0.179,0.826
0.137,0.457,-0.176,0.826
0.128,0.435,-0.153,0.887
0.129,0.434,-0.152,0.894
0.129,0.433,-0.149,0.898
0.130,0.431,-0.148,0.901
0.130,0.432,-0.147,0.910
0.131,0.433,-0.146,0.914
0.131,0.430,-0.145,0.918
0.132,0.429,-0.144,0.922
0.132,0.428,-0.142,0.928
0.135,0.423,-0.138,0.934
0.137,0.422,-0.136,0.935
0.139,0.417,-0.136,0.955
0.140,0.416,-0.136,0.960
0.142,0.417,-0.133,0.965
0.141,0.415,-0.135,0.967
0.141,0.415,-0.135,0.967
0.140,0.414,-0.135,0.974
0.142,0.415,-0.135,0.980
0.142,0.415,-0.134,0.984
0.141,0.415,-0.136,0.990
0.140,0.415,-0.136,0.994
0.145,0.409,-0.129,0.996
0.148,0.409,-0.129,0.994
0.148,0.406,-0.130,0.992
0.151,0.404,-0.126,0.991
0.152,0.402,-0.124,0.988
0.149,0.399,-0.123,0.990
0.149,0.396,-0.120,0.989
0.150,0.396,-0.120,0.987
0.148,0.398,-0.122,0.987
0.148,0.395,-0.122,0.982
0.147,0.396,-0.121,0.982
0.145,0.395,-0.119,0.980
0.144,0.396,-0.120,0.975
0.143,0.396,-0.120,0.973
0.144,0.398,-0.121,0.974
0.143,0.399,-0.123,0.972
0.142,0.400,-0.124,0.968
0.141,0.404,-0.126,0.968
0.141,0.405,-0.127,0.967
0.139,0.404,-0.127,0.965
0.138,0.404,-0.127,0.965
0.138,0.404,-0.126,0.963
0.139,0.403,-0.126,0.961
0.138,0.403,-0.126,0.962
0.140,0.402,-0.126,0.962
0.140,0.401,-0.124,0.959
0.139,0.401,-0.125,0.958
0.137,0.400,-0.126,0.955
0.135,0.401,-0.125,0.949
0.133,0.402,-0.127,0.950
0.133,0.402,-0.126,0.947
0.129,0.403,-0.126,0.941
0.129,0.402,-0.125,0.940
0.129,0.402,-0.125,0.938
0.128,0.403,-0.128,0.932
0.129,0.403,-0.128,0.931
0.129,0.402,-0.128,0.929
0.128,0.400,-0.128,0.927
0.130,0.398,-0.126,0.922
0.129,0.396,-0.125,0.919
0.129,0.397,-0.124,0.915
0.129,0.396,-0.125,0.912
0.127,0.394,-0.124,0.908
0.127,0.394,-0.123,0.903
0.126,0.394,-0.121,0.900
0.124,0.393,-0.119,0.893
0.119,0.393,-0.116,0.888
0.115,0.393,-0.112,0.882
0.109,0.393,-0.108,0.878
0.102,0.391,-0.105,0.870
0.097,0.387,-0.101,0.865
0.091,0.387,-0.095,0.864
0.088,0.384,-0.087,0.857
0.083,0.380,-0.081,0.853
0.076,0.375,-0.073,0.848
0.069,0.368,-0.064,0.842
0.062,0.364,-0.056,0.837
0.052,0.359,-0.048,0.830
0.041,0.355,-0.038,0.835
0.031,0.349,-0.027,0.828
0.023,0.347,-0.019,0.824
0.013,0.343,-0.011,0.819
0.003,0.341,-0.002,0.808
-0.006,0.340,0.006,0.802
-0.015,0.340,0.015,0.795
-0.024,0.339,0.022,0.788
-0.035,0.338,0.029,0.777
-0.042,0.339,0.036,0.771
-0.049,0.341,0.042,0.762
-0.055,0.341,0.048,0.754
-0.059,0.344,0.051,0.748
-0.064,0.346,0.053,0.741
-0.066,0.348,0.056,0.732
-0.069,0.351,0.056,0.729
-0.072,0.348,0.054,0.721
-0.071,0.351,0.054,0.717
-0.071,0.355,0.052,0.711
-0.071,0.355,0.048,0.706
-0.068,0.360,0.046,0.700
-0.067,0.363,0.040,0.695
-0.065,0.365,0.034,0.688
-0.060,0.371,0.028,0.685
-0.056,0.376,0.021,0.679
-0.050,0.379,0.014,0.674
-0.043,0.385,0.001,0.676
-0.035,0.394,-0.006,0.672
-0.027,0.397,-0.017,0.668
-0.019,0.403,-0.027,0.665
-0.007,0.408,-0.035,0.661
0.000,0.414,-0.044,0.656
0.009,0.420,-0.055,0.650
0.017,0.428,-0.064,0.648
0.026,0.433,-0.074,0.644
0.035,0.439,-0.081,0.636
0.043,0.445,-0.090,0.634
0.049,0.451,-0.097,0.633
0.054,0.462,-0.107,0.626
0.063,0.472,-0.115,0.624
0.068,0.478,-0.123,0.621
0.076,0.486,-0.131,0.619
0.082,0.495,-0.138,0.616
0.089,0.502,-0.146,0.617
0.094,0.508,-0.153,0.617
0.100,0.516,-0.162,0.618
0.108,0.525,-0.169,0.616
0.113,0.529,-0.178,0.619
0.121,0.534,-0.185,0.621
0.128,0.542,-0.194,0.625
0.140,0.546,-0.202,0.625
0.154,0.550,-0.214,0.619
0.164,0.555,-0.224,0.622
0.173,0.561,-0.233,0.625
0.181,0.564,-0.243,0.627
0.189,0.569,-0.254,0.629
0.200,0.575,-0.262,0.629
0.208,0.580,-0.271,0.634
0.216,0.583,-0.281,0.636
0.224,0.586,-0.291,0.634
0.231,0.593,-0.299,0.636
0.241,0.598,-0.309,0.637
0.247,0.602,-0.318,0.640
0.257,0.607,-0.324,0.640
0.266,0.612,-0.334,0.642
0.274,0.617,-0.344,0.643
0.282,0.622,-0.353,0.641
0.289,0.625,-0.360,0.644
0.298,0.630,-0.370,0.645
0.306,0.635,-0.378,0.648
0.315,0.639,-0.386,0.647
0.326,0.644,-0.394,0.648
0.335,0.648,-0.404,0.651
0.345,0.651,-0.411,0.647
0.354,0.652,-0.419,0.648
0.363,0.654,-0.426,0.652
0.376,0.659,-0.438,0.662
0.382,0.662,-0.446,0.664
0.391,0.663,-0.453,0.663
0.399,0.666,-0.461,0.666
0.407,0.667,-0.468,0.669
0.415,0.668,-0.474,0.671
0.424,0.668,-0.481,0.673
0.431,0.671,-0.488,0.675
0.438,0.675,-0.495,0.681
0.445,0.679,-0.501,0.683
0.452,0.682,-0.508,0.685
0.460,0.686,-0.515,0.689
0.467,0.691,-0.521,0.693
0.474,0.694,-0.527,0.694
0.481,0.699,-0.534,0.698
0.489,0.705,-0.539,0.700
0.495,0.709,-0.545,0.700
0.502,0.712,-0.552,0.706
0.510,0.717,-0.558,0.710
0.517,0.721,-0.565,0.712
0.524,0.724,-0.572,0.719
0.532,0.726,-0.577,0.726
0.541,0.731,-0.582,0.730
0.549,0.732,-0.591,0.734
0.556,0.736,-0.597,0.742
0.571,0.738,-0.606,0.736
0.580,0.739,-0.612,0.745
0.588,0.742,-0.620,0.751
0.598,0.745,-0.628,0.755
0.609,0.746,-0.633,0.763
0.620,0.746,-0.640,0.770
0.629,0.748,-0.647,0.775
0.638,0.752,-0.654,0.783
0.646,0.755,-0.661,0.786
0.653,0.761,-0.668,0.789
0.662,0.765,-0.674,0.795
0.671,0.769,-0.680,0.797
0.677,0.774,-0.687,0.799
0.686,0.778,-0.694,0.800
0.689,0.786,-0.696,0.811
0.700,0.788,-0.705,0.802
0.708,0.792,-0.711,0.805
0.714,0.796,-0.716,0.806
0.721,0.800,-0.719,0.807
0.728,0.803,-0.726,0.807
0.731,0.807,-0.728,0.816
0.741,0.813,-0.736,0.807
0.748,0.816,-0.741,0.808
0.750,0.819,-0.744,0.817
0.759,0.823,-0.750,0.814
0.770,0.829,-0.757,0.827
0.776,0.832,-0.762,0.827
0.781,0.836,-0.767,0.827
0.786,0.839,-0.770,0.828
0.789,0.843,-0.774,0.833
0.794,0.846,-0.777,0.835
0.851,0.938,-0.777,1.050
0.845,0.934,-0.773,1.045
0.840,0.931,-0.771,1.041
0.793,0.893,-0.744,0.998
0.787,0.889,-0.741,0.993
0.779,0.886,-0.740,0.988
0.773,0.884,-0.738,0.982
0.742,0.871,-0.722,0.946
0.740,0.869,-0.720,0.944
0.739,0.869,-0.719,0.945
0.731,0.863,-0.716,0.932
0.730,0.864,-0.715,0.932
0.729,0.863,-0.715,0.931
0.726,0.864,-0.715,0.930
0.724,0.864,-0.714,0.930
0.724,0.866,-0.713,0.931
0.723,0.865,-0.714,0.930
0.723,0.864,-0.712,0.932
0.723,0.864,-0.712,0.933
0.723,0.864,-0.712,0.933
0.723,0.865,-0.711,0.935
0.723,0.865,-0.711,0.935
0.724,0.865,-0.710,0.934
0.725,0.866,-0.710,0.940
0.725,0.866,-0.710,0.940
0.726,0.865,-0.709,0.943
0.726,0.864,-0.708,0.943
0.727,0.865,-0.708,0.945
0.726,0.864,-0.706,0.945
0.725,0.864,-0.708,0.947
0.726,0.865,-0.707,0.949
0.725,0.864,-0.709,0.948
0.726,0.864,-0.707,0.951
0.726,0.864,-0.706,0.952
0.726,0.864,-0.707,0.951
0.726,0.865,-0.706,0.953
0.727,0.865,-0.707,0.955
0.725,0.864,-0.708,0.956
0.727,0.867,-0.707,0.958
0.729,0.865,-0.709,0.960
0.728,0.865,-0.708,0.961
0.730,0.865,-0.707,0.961
0.738,0.866,-0.709,0.982
0.740,0.867,-0.708,0.989
0.741,0.866,-0.706,0.992
0.746,0.869,-0.706,1.005
0.747,0.866,-0.706,1.007
0.747,0.865,-0.705,1.009
0.755,0.872,-0.705,1.038
0.754,0.873,-0.707,1.050
0.756,0.871,-0.705,1.051
0.762,0.874,-0.706,1.067
0.766,0.876,-0.706,1.075
0.765,0.871,-0.703,1.085
0.774,0.876,-0.704,1.115
0.773,0.875,-0.701,1.121
0.774,0.874,-0.699,1.124
-0.249,0.078,0.437,0.758
-0.248,0.076,0.435,0.753
-0.250,0.072,0.435,0.753
-0.251,0.069,0.439,0.750
-0.255,0.063,0.442,0.750
-0.254,0.063,0.441,0.747
-0.254,0.061,0.441,0.747
-0.259,0.057,0.445,0.744
-0.260,0.053,0.446,0.744
-0.263,0.053,0.447,0.745
-0.274,0.051,0.443,0.736
-0.273,0.052,0.443,0.733
-0.275,0.053,0.443,0.737
-0.276,0.054,0.443,0.735
-0.280,0.053,0.445,0.735
-0.286,0.051,0.454,0.725
-0.289,0.050,0.458,0.725
-0.292,0.047,0.461,0.723
-0.297,0.045,0.466,0.722
-0.298,0.043,0.472,0.715
-0.364,-0.015,0.599,0.679
-0.364,-0.017,0.605,0.680
-0.368,-0.022,0.609,0.682
-0.368,-0.026,0.613,0.682
-0.367,-0.030,0.618,0.682
-0.368,-0.036,0.620,0.684
-0.368,-0.041,0.623,0.687
-0.365,-0.043,0.622,0.690
-0.363,-0.046,0.620,0.693
-0.360,-0.049,0.619,0.697
-0.356,-0.051,0.612,0.701
-0.351,-0.050,0.606,0.704
-0.344,-0.048,0.597,0.708
-0.339,-0.048,0.588,0.714
-0.332,-0.047,0.578,0.718
-0.320,-0.043,0.567,0.718
-0.311,-0.037,0.551,0.724
-0.304,-0.030,0.536,0.726
-0.297,-0.021,0.523,0.731
-0.289,-0.014,0.508,0.734
-0.283,-0.006,0.495,0.738
-0.274,0.003,0.480,0.745
-0.264,0.008,0.467,0.747
-0.255,0.013,0.454,0.752
-0.245,0.019,0.441,0.759
-0.235,0.028,0.428,0.766
-0.225,0.033,0.413,0.771
-0.213,0.039,0.401,0.779
-0.201,0.040,0.388,0.784
-0.190,0.041,0.375,0.795
-0.179,0.046,0.363,0.806
-0.168,0.049,0.353,0.815
-0.160,0.051,0.340,0.818
-0.152,0.051,0.333,0.830
-0.141,0.052,0.325,0.837
-0.134,0.054,0.320,0.847
-0.128,0.057,0.314,0.848
-0.126,0.058,0.308,0.853
-0.123,0.058,0.306,0.858
-0.121,0.060,0.304,0.858
-0.107,0.060,0.300,0.880
-0.106,0.061,0.302,0.880
-0.105,0.060,0.303,0.882
-0.104,0.058,0.306,0.881
-0.105,0.056,0.310,0.884
-0.106,0.057,0.314,0.881
-0.109,0.058,0.316,0.885
-0.118,-0.117,0.487,0.917
-0.118,-0.116,0.485,0.914
-0.113,-0.112,0.480,0.922
-0.110,-0.121,0.480,0.934
-0.110,-0.121,0.480,0.934
-0.036,-0.177,0.539,1.025
-0.039,-0.175,0.537,1.024
-0.037,-0.175,0.536,1.020
-0.128,-0.149,0.520,0.929
-0.128,-0.149,0.516,0.932
-0.047,-0.238,0.593,1.021
-0.047,-0.236,0.593,1.024
-0.046,-0.236,0.593,1.023
-0.045,-0.241,0.595,1.023
-0.045,-0.241,0.594,1.024
-0.047,-0.243,0.592,1.022
-0.046,-0.241,0.592,1.022
-0.047,-0.242,0.593,1.021
-0.046,-0.242,0.591,1.022
-0.045,-0.240,0.590,1.022
-0.043,-0.240,0.590,1.019
-0.101,-0.162,0.523,0.958
-0.103,-0.163,0.522,0.958
0.225,0.283,-0.083,1.173
0.229,0.280,-0.081,1.171
0.229,0.280,-0.082,1.179
0.228,0.279,-0.081,1.176
0.228,0.279,-0.081,1.176
0.277,0.328,-0.147,1.222
0.276,0.329,-0.145,1.222
0.274,0.327,-0.143,1.221
0.275,0.323,-0.142,1.218
0.274,0.326,-0.140,1.222
0.273,0.320,-0.138,1.214
0.273,0.322,-0.135,1.213
0.271,0.320,-0.134,1.214
0.268,0.319,-0.133,1.216
0.267,0.316,-0.130,1.215
0.268,0.317,-0.128,1.213
0.265,0.315,-0.127,1.212
0.264,0.314,-0.125,1.211
0.263,0.315,-0.123,1.209
0.261,0.313,-0.122,1.207
0.260,0.313,-0.118,1.207
0.258,0.313,-0.120,1.208
0.257,0.312,-0.118,1.212
0.253,0.308,-0.109,1.206
0.251,0.303,-0.109,1.200
0.251,0.306,-0.107,1.203
-1.119,-0.220,1.499,0.486
-1.115,-0.221,1.495,0.481
-1.115,-0.218,1.489,0.487
-1.113,-0.217,1.487,0.484
-1.112,-0.211,1.481,0.487
-1.109,-0.202,1.477,0.487
-1.111,-0.199,1.471,0.488
-1.113,-0.195,1.470,0.489
-1.111,-0.189,1.463,0.494
-1.113,-0.182,1.458,0.496
-1.118,-0.178,1.451,0.498
-1.119,-0.172,1.449,0.500
-1.123,-0.166,1.448,0.502
-1.127,-0.164,1.446,0.503
-1.133,-0.164,1.444,0.507
-1.141,-0.164,1.446,0.511
-1.146,-0.163,1.447,0.518
-1.155,-0.160,1.452,0.524
-1.161,-0.159,1.453,0.532
-1.170,-0.161,1.460,0.534
-1.181,-0.164,1.465,0.539
-1.187,-0.164,1.472,0.549
-1.197,-0.168,1.476,0.553
-1.207,-0.172,1.483,0.554
-1.214,-0.174,1.488,0.564
-1.224,-0.179,1.496,0.567
-1.231,-0.180,1.502,0.573
-1.241,-0.185,1.509,0.573
-1.246,-0.183,1.514,0.573
-1.254,-0.186,1.522,0.573
-1.260,-0.187,1.528,0.577
-1.264,-0.187,1.532,0.572
-1.265,-0.185,1.535,0.574
-1.270,-0.190,1.539,0.576
-1.268,-0.188,1.541,0.574
-1.269,-0.188,1.543,0.571
-1.270,-0.188,1.545,0.573
-1.265,-0.187,1.546,0.564
-1.266,-0.191,1.552,0.564
-1.260,-0.190,1.551,0.556
-1.255,-0.193,1.553,0.551
-1.252,-0.198,1.557,0.544
-1.239,-0.199,1.557,0.533
-1.235,-0.206,1.560,0.527
-1.230,-0.212,1.565,0.519
-1.225,-0.219,1.568,0.516
-1.220,-0.225,1.572,0.506
-1.211,-0.224,1.573,0.501
-1.203,-0.226,1.576,0.487
-1.199,-0.226,1.579,0.483
-1.191,-0.226,1.579,0.468
-1.184,-0.223,1.581,0.460
-1.175,-0.222,1.581,0.451
-1.169,-0.222,1.583,0.442
-1.165,-0.229,1.591,0.428
-1.161,-0.229,1.598,0.420
-1.158,-0.237,1.610,0.411
-1.152,-0.242,1.620,0.396
-1.153,-0.255,1.632,0.395
-1.153,-0.268,1.647,0.382
-1.153,-0.281,1.665,0.373
-1.154,-0.290,1.680,0.370
-1.158,-0.305,1.700,0.362
-1.159,-0.313,1.720,0.351
-1.164,-0.325,1.743,0.345
-1.174,-0.342,1.771,0.335
-1.178,-0.353,1.796,0.321
-1.193,-0.375,1.850,0.287
-1.204,-0.390,1.887,0.272
-1.219,-0.412,1.929,0.260
-1.229,-0.423,1.966,0.245
-1.245,-0.443,2.009,0.227
-1.257,-0.456,2.054,0.205
-1.271,-0.474,2.098,0.183
-1.285,-0.487,2.146,0.160
-1.300,-0.497,2.192,0.134
-1.315,-0.508,2.242,0.110
-1.324,-0.514,2.283,0.084
-1.332,-0.524,2.324,0.046
-1.351,-0.529,2.372,0.033
-1.369,-0.545,2.424,0.016
-1.380,-0.549,2.465,0.017
-1.395,-0.555,2.505,0.042
-1.275,-0.464,2.320,0.017
-1.261,-0.452,2.279,0.000
-1.252,-0.441,2.244,0.026
-1.239,-0.432,2.205,0.041
-1.230,-0.420,2.171,0.066
-1.221,-0.412,2.140,0.078
-1.206,-0.400,2.084,0.113
-1.198,-0.394,2.059,0.125
-1.192,-0.390,2.036,0.132
-1.180,-0.386,2.014,0.142
-1.172,-0.383,1.996,0.157
-1.166,-0.386,1.979,0.160
-1.160,-0.384,1.966,0.167
-1.151,-0.385,1.951,0.175
-1.142,-0.387,1.939,0.182
-1.133,-0.390,1.929,0.188
-1.128,-0.393,1.920,0.193
-1.118,-0.396,1.910,0.193
-1.111,-0.398,1.904,0.197
-1.102,-0.404,1.901,0.204
-1.096,-0.408,1.896,0.205
-1.086,-0.412,1.891,0.204
-1.077,-0.420,1.888,0.204
-1.070,-0.422,1.886,0.208
-1.063,-0.427,1.882,0.203
-1.057,-0.429,1.880,0.206
-1.048,-0.429,1.875,0.202
-1.042,-0.430,1.875,0.199
-1.035,-0.427,1.872,0.194
-0.946,-0.288,1.676,0.221
-0.937,-0.270,1.646,0.227
-0.928,-0.250,1.616,0.234
-0.916,-0.226,1.580,0.249
-0.907,-0.204,1.544,0.255
-0.891,-0.175,1.503,0.266
-0.875,-0.145,1.465,0.277
-0.866,-0.118,1.423,0.281
-0.854,-0.086,1.384,0.292
-0.842,-0.056,1.344,0.299
-0.833,-0.028,1.307,0.305
-0.812,-0.010,1.279,0.325
-0.808,0.041,1.227,0.320
-0.789,0.059,1.202,0.341
-0.775,0.066,1.178,0.351
-0.709,0.325,0.886,0.375
-0.696,0.345,0.859,0.379
-0.687,0.362,0.830,0.388
-0.675,0.376,0.800,0.388
-0.661,0.383,0.776,0.401
-0.626,0.469,0.675,0.419
-0.609,0.497,0.640,0.426
-0.605,0.533,0.598,0.420
-0.592,0.559,0.566,0.424
-0.581,0.583,0.534,0.428
-0.569,0.608,0.506,0.435
-0.557,0.630,0.479,0.441
-0.544,0.650,0.451,0.446
-0.534,0.668,0.426,0.451
-0.523,0.682,0.421,0.435
-0.511,0.699,0.379,0.465
-0.500,0.716,0.355,0.467
-0.492,0.729,0.335,0.473
-0.480,0.743,0.315,0.478
-0.459,0.756,0.296,0.471
-0.451,0.765,0.275,0.478
-0.438,0.778,0.256,0.485
-0.431,0.788,0.239,0.486
-0.421,0.798,0.220,0.489
-0.410,0.810,0.205,0.493
-0.400,0.819,0.187,0.496
-0.389,0.829,0.172,0.501
-0.378,0.840,0.155,0.505
